time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-06-02T15:59:20.000Z,59.4072,-152.7245,84,1.3,ml,12,97.1999922240006,,0.71,ak,ak11290843,2014-06-13T23:04:30.027Z,"Southern Alaska",earthquake
2014-06-02T15:53:49.100Z,19.3264,-67.0354,8,3,Md,12,252,0.85699278,0.28,pr,pr14153003,2014-06-02T23:56:29.462Z,"91km N of Isabela, Puerto Rico",earthquake
2014-06-02T15:51:54.800Z,40.4267,-121.4678,7.7,0.3,Md,6,165.6,0.04491576,0.04,nc,nc72232816,2014-06-05T17:23:06.351Z,"Lassen Peak area, California",earthquake
2014-06-02T15:12:20.810Z,21.1963,122.0613,32.22,4.3,mb,,144,1.852,0.95,us,usc000ra43,2014-06-02T23:15:04.231Z,"50km NNE of Itbayat, Philippines",earthquake
2014-06-02T15:11:40.800Z,36.4673,-121.0483,6.3,0.9,Md,25,111.6,0.04491576,0.05,nc,nc72231021,2014-06-09T23:04:04.938Z,"23km NE of Greenfield, California",earthquake
2014-06-02T15:04:54.000Z,62.8954,-151.1265,104.3,1.1,ml,13,97.1999922240006,,0.34,ak,ak11290842,2014-06-13T23:04:28.800Z,"Central Alaska",earthquake
2014-06-02T15:02:04.980Z,33.4093333,-116.4451667,15.02,0.59,ml,21,123,0.1131,0.2,ci,ci15507993,2014-06-03T18:50:25.090Z,"18km NNW of Borrego Springs, California",earthquake
2014-06-02T14:55:44.000Z,62.4964,-149.5109,4.5,0.8,ml,15,97.1999922240006,,0.33,ak,ak11290841,2014-06-13T23:04:27.175Z,"Central Alaska",earthquake
2014-06-02T14:54:14.000Z,60.5896,-151.9922,85.8,1.4,ml,,,,0.43,ak,ak11280458,2014-06-13T23:04:46.632Z,"40km W of Kenai, Alaska",earthquake
2014-06-02T14:50:08.000Z,44.7877,-110.7703,4.4,2.3,Ml,,104.4,0.05389892,0.15,uu,uu60071047,2014-06-03T19:04:15.232Z,"29km ENE of West Yellowstone, Montana",earthquake
2014-06-02T14:44:35.200Z,44.7813,-110.7678,4.5,2,Ml,,100.8,0.06288207,0.14,uu,uu60071042,2014-06-03T18:54:25.136Z,"29km ENE of West Yellowstone, Montana",earthquake
2014-06-02T14:35:14.400Z,38.8495,-122.7425,2.9,0.6,Md,5,234,0.01796631,0.02,nc,nc72231016,2014-06-02T14:52:02.993Z,"3km NNW of Cobb, California",earthquake
2014-06-02T14:29:58.000Z,50.523,-174.9988,25,2,ml,8,295.199976384002,,0.62,ak,ak11290839,2014-06-13T23:04:25.848Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2014-06-02T14:28:51.020Z,32.5653333,-115.6895,14.62,2.01,ml,19,146,0.1964,0.23,ci,ci15507985,2014-06-03T18:45:34.650Z,"10km W of Progreso, Mexico",earthquake
2014-06-02T14:27:14.000Z,63.3235,-144.9326,15.1,1.1,ml,,,,0.49,ak,ak11280457,2014-06-13T23:04:51.161Z,"62km SSE of Deltana, Alaska",earthquake
2014-06-02T14:23:00.900Z,38.8377,-122.8397,2.5,1.2,Md,43,54,0,0.04,nc,nc72231011,2014-06-07T01:56:02.773Z,"9km NW of The Geysers, California",earthquake
2014-06-02T14:16:20.124Z,39.8893,-120.4977,3.4038,0.23,ml,5,237.28,0.109,0.088,nn,nn00448350,2014-06-05T18:37:06.000Z,"Northern California",earthquake
2014-06-02T14:06:35.000Z,61.5809,-148.3237,13.1,0.7,ml,,,,0.6,ak,ak11280429,2014-06-13T23:04:49.709Z,"33km E of Lazy Mountain, Alaska",earthquake
2014-06-02T14:00:41.930Z,33.5061667,-116.4458333,10.53,0.53,ml,17,105,0.02405,0.11,ci,ci15507977,2014-06-03T18:41:11.010Z,"21km SW of La Quinta, California",earthquake
2014-06-02T14:00:35.850Z,35.8903333,-120.2978333,8.99,0.79,md,19,177,0.03687,0.05,nc,nc72231006,2014-06-06T21:35:53.980Z,"19km SW of Avenal, California",earthquake
2014-06-02T13:57:21.000Z,63.3353,-145.2966,5.4,0.9,ml,,,,0.57,ak,ak11280428,2014-06-13T23:04:54.069Z,"59km S of Deltana, Alaska",earthquake
2014-06-02T13:48:29.000Z,53.9918,-163.4581,41.7,2.8,ml,26,197.999984160001,,0.44,ak,ak11280422,2014-06-13T23:03:57.740Z,"Unimak Island region, Alaska",earthquake
2014-06-02T13:43:12.700Z,37.661,-118.849,5.9,0.5,Md,22,104.4,0.02694946,0.05,nc,nc72231001,2014-06-07T00:00:38.966Z,"10km E of Mammoth Lakes, California",earthquake
2014-06-02T13:29:20.100Z,37.6677,-122.5133,8.6,0.9,Md,6,180,0.08084838,0.09,nc,nc72230996,2014-06-07T01:01:34.334Z,"3km SW of Broadmoor, California",earthquake
2014-06-02T13:27:45.400Z,44.7927,-110.7708,4.4,1.1,Md,,208.8,0.05389892,0.17,uu,uu60071032,2014-06-05T19:02:14.652Z,"Yellowstone National Park, Wyoming",earthquake
2014-06-02T13:23:49.350Z,-16.5601,-69.2651,226.18,4.6,mb,,95,1.121,0.56,us,usc000ra3h,2014-06-02T21:26:58.022Z,"23km W of Desaguadero, Peru",earthquake
2014-06-02T13:14:27.000Z,38.8338,-122.7988,2.5,1.4,Md,47,39.6,0.00898315,0.04,nc,nc72230991,2014-06-06T22:26:05.660Z,"6km W of Cobb, California",earthquake
2014-06-02T13:03:08.900Z,45.3698,-121.698,3.1,-0.2,Md,,147.6,0.03593261,0.09,uw,uw60055408,2014-06-02T16:50:09.981Z,"22km E of Mount Hood Village, Oregon",earthquake
2014-06-02T12:54:24.000Z,59.3053,-152.0715,53.8,2.2,ml,,,,0.67,ak,ak11280391,2014-06-13T23:04:58.583Z,"47km SW of Homer, Alaska",earthquake
2014-06-02T12:53:49.000Z,59.8043,-152.8213,105.1,2.3,ml,,,,0.51,ak,ak11280392,2014-06-13T23:04:52.757Z,"55km W of Anchor Point, Alaska",earthquake
2014-06-02T12:52:48.800Z,34.38,-116.4625,8.44,1.03,ml,22,66,0.125,0.15,ci,ci15507969,2014-06-03T18:38:19.180Z,"29km N of Yucca Valley, California",earthquake
2014-06-02T12:46:43.000Z,52.4479,-174.1417,155.1,1.8,ml,7,291.599976672002,,0.29,ak,ak11290832,2014-06-13T23:04:24.570Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2014-06-02T12:36:18.000Z,59.5424,-141.271,0,1.7,ml,,,,0.93,ak,ak11280390,2014-06-02T13:02:35.799Z,"87km W of Yakutat, Alaska",earthquake
2014-06-02T12:34:20.000Z,37.6593,-118.848,6.3,0.8,Md,25,100.8,0.02694946,0.04,nc,nc72230971,2014-06-06T21:51:05.371Z,"11km E of Mammoth Lakes, California",earthquake
2014-06-02T12:33:34.440Z,37.6581667,-118.8496667,6.33,1.05,md,28,100,0.02295,0.05,nc,nc72230966,2014-06-06T21:43:05.294Z,"10km E of Mammoth Lakes, California",earthquake
2014-06-02T12:30:47.710Z,37.8626667,-122.2446667,9.03,2.1,md,103,20,0.006568,0.08,nc,nc72230951,2014-06-03T18:55:32.115Z,"2km ESE of Berkeley, California",earthquake
2014-06-02T12:30:22.400Z,37.6583,-118.8505,6.2,1.2,Md,30,100.8,0.02694946,0.05,nc,nc72230961,2014-06-07T01:01:07.386Z,"10km E of Mammoth Lakes, California",earthquake
2014-06-02T12:29:31.300Z,38.8157,-122.8177,3.3,0.4,Md,10,75.6,0.00898315,0.03,nc,nc72230956,2014-06-02T12:56:07.477Z,"6km NW of The Geysers, California",earthquake
2014-06-02T12:25:52.700Z,33.6825,-116.713,18.02,0.08,ml,16,95,0.02861,0.1,ci,ci15507953,2014-06-03T18:28:23.940Z,"6km S of Idyllwild-Pine Cove, California",earthquake
2014-06-02T12:24:18.800Z,35.7586667,-117.6711667,4.76,0.4,ml,6,152,0.08264,0.13,ci,ci15507961,2014-06-03T18:22:32.999Z,"15km N of Ridgecrest, California",earthquake
2014-06-02T12:24:07.440Z,36.075,-117.8643333,3.67,0.83,ml,9,148,0.04334,0.09,ci,ci37203309,2014-06-03T18:25:40.166Z,"47km N of Inyokern, California",earthquake
2014-06-02T12:20:20.000Z,36.6587,-121.1253,9.7,1.1,Md,16,93.6,0.02694946,0.06,nc,nc72230941,2014-06-06T21:29:05.193Z,"27km SE of Ridgemark, California",earthquake
2014-06-02T12:19:54.000Z,52.2507,-173.9997,164.4,2.4,ml,15,172.799986176001,,0.55,ak,ak11280366,2014-06-13T23:03:55.580Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2014-06-02T12:16:34.990Z,34.0281667,-116.7865,17.3,1.63,ml,68,41,0.019,0.15,ci,ci15507945,2014-06-03T18:20:54.610Z,"12km N of Cabazon, California",earthquake
2014-06-02T12:16:14.400Z,19.389,-155.2772,2.9,3.1,Ml,,43.2,0.00898315,0.09,hv,hv60705846,2014-06-02T20:18:48.141Z,"6km SW of Volcano, Hawaii",earthquake
2014-06-02T11:53:24.500Z,38.4522,-112.404,-2.1,1.8,Ml,,194.4,0.16169675,0.19,uu,uu60071027,2014-06-05T18:47:44.483Z,"Utah",earthquake
2014-06-02T11:48:53.000Z,52.2006,-167.2818,25.6,1.6,ml,8,295.199976384002,,0.47,ak,ak11280365,2014-06-13T23:03:17.134Z,"135km SE of Nikolski, Alaska",earthquake
2014-06-02T11:46:42.000Z,38.8355,-122.8055,2.4,0.7,Md,8,108,0.00898315,0.02,nc,nc72230926,2014-06-02T14:15:07.815Z,"7km WNW of Cobb, California",earthquake
2014-06-02T11:38:48.060Z,36.1256667,-118.0333333,1.06,1.41,ml,22,76,0.1447,0.12,ci,ci15507937,2014-06-03T18:08:56.640Z,"53km S of Lone Pine, California",earthquake
2014-06-02T11:33:59.900Z,44.8395,-110.731,7.7,1.5,Ml,,266.4,0.09881468,0.11,uu,uu60071017,2014-06-03T18:45:05.058Z,"35km NE of West Yellowstone, Montana",earthquake
2014-06-02T11:29:28.000Z,63.5227,-150.7425,12.1,1,ml,,,,0.64,ak,ak11280362,2014-06-13T23:04:55.615Z,"90km W of Cantwell, Alaska",earthquake
2014-06-02T11:25:51.100Z,38.8095,-122.8143,3,0.4,Md,8,162,0.00898315,0.02,nc,nc72230921,2014-06-02T13:45:07.670Z,"6km NW of The Geysers, California",earthquake
2014-06-02T11:24:18.700Z,44.7823,-110.7697,4.7,1.7,Ml,,100.8,0.05389892,0.13,uu,uu60071012,2014-06-02T21:24:48.569Z,"29km ENE of West Yellowstone, Montana",earthquake
2014-06-02T11:23:45.000Z,60.1693,-141.3294,0,1.3,ml,,,,0.32,ak,ak11280360,2014-06-13T23:05:01.107Z,"62km E of Cape Yakataga, Alaska",earthquake
2014-06-02T11:22:58.800Z,37.498,-119.0358,6.3,0.7,Md,18,126,0.09881468,0.02,nc,nc72230916,2014-06-03T16:52:06.223Z,"17km SSW of Mammoth Lakes, California",earthquake
2014-06-02T11:19:18.500Z,36.007,-120.5757,9.2,1.1,Md,39,75.6,0.03593261,0.06,nc,nc72230911,2014-06-05T01:11:06.232Z,"24km SW of Coalinga, California",earthquake
2014-06-02T11:16:56.200Z,36.0208,-120.5798,4.4,0.9,Md,23,122.4,0.03593261,0.04,nc,nc72230901,2014-06-04T21:36:08.387Z,"23km WSW of Coalinga, California",earthquake
2014-06-02T11:14:32.810Z,35.4965,-118.397,1.66,1.06,ml,9,200,0.1774,0.08,ci,ci15507929,2014-06-03T18:06:12.897Z,"13km SE of Bodfish, California",earthquake
2014-06-02T11:14:26.500Z,35.9988,-120.5737,8.2,0.2,Md,19,194.4,0.02694946,0.04,nc,nc72230896,2014-06-07T00:50:07.302Z,"Central California",earthquake
2014-06-02T11:06:21.000Z,36.6088,-121.1587,7.8,0.6,Md,13,75.6,0.04491576,0.05,nc,nc72230891,2014-06-05T18:07:26.710Z,"25km NE of Soledad, California",earthquake
2014-06-02T10:43:17.000Z,52.446,-169.1079,35.3,1.8,ml,11,327.599973792002,,0.55,ak,ak11280335,2014-06-13T23:03:54.206Z,"Fox Islands, Aleutian Islands, Alaska",earthquake
2014-06-02T10:36:00.000Z,63.285,-151.1192,14.2,0.7,ml,9,86.3999930880005,,0.64,ak,ak11290826,2014-06-13T23:04:23.302Z,"Central Alaska",earthquake
2014-06-02T10:34:37.700Z,44.7947,-110.7608,4.7,0.6,Md,,244.8,0.06288207,0.05,uu,uu60071007,2014-06-05T18:43:04.424Z,"Yellowstone National Park, Wyoming",earthquake
2014-06-02T10:31:41.000Z,51.695,-175.9195,48.3,3.5,ml,26,205.199983584001,,0.41,ak,ak11280333,2014-06-13T23:03:52.688Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2014-06-02T10:27:30.100Z,46.8487,-121.751,4.1,0,Md,,104.4,0.01796631,0.09,uw,uw60799246,2014-06-02T16:41:18.038Z,"27km NNW of Packwood, Washington",earthquake
2014-06-02T10:26:44.378Z,37.3635,-117.0794,6.8854,0.21,ml,7,286.97,0.36,0.105,nn,nn00448348,2014-06-05T18:18:56.000Z,"40km SSE of Goldfield, Nevada",earthquake
2014-06-02T10:26:44.000Z,63.5529,-147.6535,16.2,0.6,ml,,,,0.58,ak,ak11280331,2014-06-13T23:04:59.793Z,"67km ENE of Cantwell, Alaska",earthquake
2014-06-02T10:13:24.100Z,44.8102,-110.7525,7.5,1.5,Ml,,219.6,0.07186522,0.09,uu,uu60071002,2014-06-03T18:15:19.854Z,"32km ENE of West Yellowstone, Montana",earthquake
2014-06-02T10:13:17.000Z,63.3195,-144.9424,6.1,1.1,ml,,,,0.42,ak,ak11280326,2014-06-13T23:02:03.105Z,"63km SSE of Deltana, Alaska",earthquake
2014-06-02T09:46:48.310Z,36.1218333,-118.0308333,0.74,2.6,ml,31,73,0.1426,0.12,ci,ci15507921,2014-06-03T18:05:12.387Z,"53km S of Lone Pine, California",earthquake
2014-06-02T09:44:46.000Z,63.3356,-144.9332,3.8,2.4,ml,,,,0.7,ak,ak11280301,2014-06-13T23:04:01.975Z,"61km SSE of Deltana, Alaska",earthquake
2014-06-02T09:40:01.580Z,34.1051667,-118.504,3.59,1.32,ml,17,100,0.04063,0.11,ci,ci15507913,2014-06-02T13:12:47.880Z,"8km NW of Westwood, California",earthquake
2014-06-02T09:24:03.100Z,44.812,-110.7477,7.8,1.5,Ml,,219.6,0.08084838,0.1,uu,uu60070997,2014-06-03T18:06:04.779Z,"32km ENE of West Yellowstone, Montana",earthquake
2014-06-02T09:12:41.000Z,61.3429,-152.0104,106.2,1.8,ml,,,,0.48,ak,ak11280289,2014-06-13T23:02:06.016Z,"82km NNW of Nikiski, Alaska",earthquake
2014-06-02T09:12:40.900Z,18.8213,-66.1399,11,2.2,Md,3,270,0.7285337,0.15,pr,pr14153002,2014-06-02T12:02:08.154Z,"39km N of San Juan, Puerto Rico",earthquake
2014-06-02T09:10:31.000Z,62.0717,-145.2333,19.5,1.3,ml,,,,0.56,ak,ak11280288,2014-06-13T23:02:04.459Z,"16km ESE of Glennallen, Alaska",earthquake
2014-06-02T09:08:13.900Z,48.4418,-123.5222,5.2,0.3,Md,,194.4,0.13474729,0.23,uw,uw60799196,2014-06-02T16:43:59.326Z,"1km WSW of Langford, Canada",earthquake
2014-06-02T09:05:20.900Z,38.7547,-122.7345,3.2,0.3,Md,12,75.6,0.00898315,0.06,nc,nc72230871,2014-06-13T03:27:03.208Z,"3km SE of The Geysers, California",earthquake
2014-06-02T09:03:12.000Z,62.9187,-148.7523,10.9,0.3,ml,7,147.599988192001,0.0880349,0.11,ak,ak11280273,2014-06-02T18:58:15.854Z,"53km S of Cantwell, Alaska",earthquake
2014-06-02T09:03:02.000Z,63.4975,-150.7264,24.3,0.8,ml,6,71.9999942400005,,0.63,ak,ak11290819,2014-06-13T23:04:21.859Z,"Central Alaska",earthquake
2014-06-02T09:03:01.000Z,61.8353,-152.0018,107.6,1.3,ml,10,201.599983872001,,0.32,ak,ak11290818,2014-06-13T23:04:20.033Z,"Southern Alaska",earthquake
2014-06-02T08:42:14.100Z,45.364,-121.6897,5.2,-0.2,Md,,144,0.03593261,0.05,uw,uw60799161,2014-06-02T16:47:19.684Z,"22km E of Mount Hood Village, Oregon",earthquake
2014-06-02T08:34:23.000Z,60.1821,-152.3043,94.5,1.6,ml,,,,0.56,ak,ak11280265,2014-06-13T23:02:09.353Z,"41km SE of Redoubt Volcano, Alaska",earthquake
2014-06-02T08:26:38.330Z,36.4391667,-121.0056667,2.47,0.9,md,20,118,0.01806,0.07,nc,nc72230866,2014-06-07T00:55:29.600Z,"25km ENE of Greenfield, California",earthquake
2014-06-02T08:22:42.700Z,37.5198,-119.0377,9.4,0.7,Md,20,226.8,0.08084838,0.06,nc,nc72230861,2014-06-03T00:08:03.359Z,"15km SSW of Mammoth Lakes, California",earthquake
2014-06-02T08:18:00.900Z,38.467,-112.4487,9.7,0.4,Md,,79.2,0.14373045,0.04,uu,uu60070992,2014-06-05T18:40:29.393Z,"26km NE of Beaver, Utah",earthquake
2014-06-02T08:17:22.000Z,62.1539,-154.8766,14.5,1.9,ml,,,,0.75,ak,ak11280256,2014-06-13T23:02:07.675Z,"96km SSE of McGrath, Alaska",earthquake
2014-06-02T08:16:34.000Z,52.4226,-165.3095,56.6,2.3,ml,12,262.799978976002,,0.61,ak,ak11280249,2014-06-13T23:03:15.536Z,"181km SSE of Unalaska, Alaska",earthquake
2014-06-02T08:12:48.000Z,65.1171,-149.038,4.7,0.9,ml,,,,0.75,ak,ak11280247,2014-06-13T23:02:12.467Z,"56km WNW of Ester, Alaska",earthquake
2014-06-02T08:11:22.400Z,40.3435,-121.4018,2,0.8,Md,8,223.2,0.05389892,0.13,nc,nc72230856,2014-06-07T01:37:07.666Z,"Northern California",earthquake
2014-06-02T08:07:28.190Z,43.5518,45.4888,10,4.7,mb,,32,1.902,0.99,us,usc000ra1l,2014-06-02T16:09:57.938Z,"3km SW of Kalinovskaya, Russia",earthquake
2014-06-02T08:04:19.000Z,62.0036,-149.6404,39.7,1,ml,,,,0.32,ak,ak11280245,2014-06-13T23:02:10.778Z,"20km SSE of Y, Alaska",earthquake
2014-06-02T08:02:00.490Z,33.4628333,-116.4755,15.21,0.22,ml,24,104,0.07335,0.12,ci,ci15507905,2014-06-03T17:58:24.740Z,"21km ESE of Anza, California",earthquake
2014-06-02T07:41:26.700Z,44.777,-110.7765,2.7,0.6,Md,,212.4,0.05389892,0.15,uu,uu60070987,2014-06-05T18:38:24.357Z,"Yellowstone National Park, Wyoming",earthquake
2014-06-02T07:39:35.000Z,63.5099,-152.4639,1.8,0.8,ml,8,118.799990496001,,0.6,ak,ak11280228,2014-06-13T23:03:50.455Z,"Central Alaska",earthquake
2014-06-02T07:38:30.000Z,35.991,-120.5528,3.7,0.1,Md,20,79.2,0.01796631,0.07,nc,nc72230851,2014-06-12T02:53:11.910Z,"Central California",earthquake
2014-06-02T07:36:41.220Z,38.8243332,-122.8441696,2.66,0.57,md,7,134,0.007242,0.02,nc,nc72230846,2014-06-02T09:53:06.618Z,"9km NW of The Geysers, California",earthquake
2014-06-02T07:34:14.000Z,63.3379,-144.9649,1,0.6,ml,8,86.3999930880005,,0.41,ak,ak11280227,2014-06-13T23:03:48.332Z,"60km SSE of Deltana, Alaska",earthquake
2014-06-02T07:30:07.800Z,39.4538,-123.3073,5.4,1.7,Md,22,64.8,0.19762936,0.06,nc,nc72230841,2014-06-07T05:06:08.849Z,"6km NE of Willits, California",earthquake
2014-06-02T07:20:42.100Z,44.7948,-110.7585,5.3,1.4,Md,,244.8,0.06288207,0.06,uu,uu60070982,2014-06-05T16:25:03.283Z,"Yellowstone National Park, Wyoming",earthquake
2014-06-02T07:19:53.700Z,37.654,-118.8487,6.6,0.8,Md,27,115.2,0.01796631,0.05,nc,nc72230836,2014-06-07T00:18:19.148Z,"10km E of Mammoth Lakes, California",earthquake
2014-06-02T07:11:22.530Z,34.1338333,-118.5188333,1.45,1.41,ml,14,170,0.05967,0.14,ci,ci15507897,2014-06-02T13:01:07.650Z,"9km ENE of Topanga, California",earthquake
2014-06-02T07:04:39.190Z,32.8861667,-116.2548333,5.81,1.08,ml,34,88,0.02963,0.23,ci,ci15507889,2014-06-03T17:53:49.800Z,"26km ENE of Pine Valley, California",earthquake
2014-06-02T07:02:09.480Z,36.0489,-3.4091,10,4.5,mb,,75,2.298,0.48,us,usc000ra1b,2014-06-02T15:04:52.741Z,"75km S of El Varadero, Spain",earthquake
2014-06-02T07:00:52.000Z,44.8007,-110.7547,6,1.4,Ml,,212.4,0.07186522,0.08,uu,uu60070977,2014-06-03T17:51:38.676Z,"31km ENE of West Yellowstone, Montana",earthquake
2014-06-02T06:59:53.800Z,38.84,-122.8277,2.5,0.4,Md,8,75.6,0.00898315,0.03,nc,nc72230826,2014-06-02T09:24:06.499Z,"9km WNW of Cobb, California",earthquake
2014-06-02T06:55:06.000Z,63.0957,-144.3649,10,0.6,ml,7,136.799989056001,,0.47,ak,ak11290810,2014-06-13T23:04:18.106Z,"Central Alaska",earthquake
2014-06-02T06:54:41.700Z,44.7243,-111.2373,10.2,1.1,Md,,219.6,0.01796631,0.16,uu,uu60070972,2014-06-05T16:23:58.261Z,"western Montana",earthquake
2014-06-02T06:40:34.000Z,64.791,-147.4728,5.9,0.5,ml,,,,0.29,ak,ak11280201,2014-06-13T23:02:14.866Z,"3km ESE of Badger, Alaska",earthquake
2014-06-02T06:37:40.140Z,-1.3871,-77.6306,193.5,4.7,mb,,136,5.738,0.89,us,usc000ra16,2014-06-02T14:40:08.925Z,"40km ENE of Puyo, Ecuador",earthquake
2014-06-02T06:36:49.700Z,38.7917,-122.7705,3.3,0.9,Md,16,90,0.01796631,0.02,nc,nc72230816,2014-06-02T08:55:06.375Z,"2km NW of The Geysers, California",earthquake
2014-06-02T06:35:16.600Z,19.477,-155.587,3.6,0.7,Md,,140.4,0.00898315,0.11,hv,hv60705691,2014-06-02T08:03:58.619Z,"29km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-06-02T06:31:43.420Z,81.5057,-4.9114,10,4.5,mb,,87,3.861,0.82,us,usc000ra15,2014-06-02T14:34:13.818Z,"210km E of Nord, Greenland",earthquake
2014-06-02T06:31:39.300Z,-33.0534,-178.9552,10,5.3,mb,,65,3.897,1.29,us,usc000ra14,2014-06-02T14:56:34.000Z,"179km S of L'Esperance Rock, New Zealand",earthquake
2014-06-02T06:22:59.000Z,51.627,-174.6541,41.8,1.5,ml,8,255.599979552002,,0.41,ak,ak11280200,2014-06-13T23:03:47.157Z,"70km SSW of Atka, Alaska",earthquake
2014-06-02T06:21:27.100Z,38.8293,-122.7947,2.3,1,Md,6,223.2,0.01796631,0,nc,nc72230806,2014-06-02T08:26:06.266Z,"6km W of Cobb, California",earthquake
2014-06-02T06:20:56.470Z,37.677,-118.8488333,4.45,0.39,md,18,242,0.04031,0.06,nc,nc71084194,2014-06-02T23:27:08.082Z,"11km ENE of Mammoth Lakes, California",earthquake
2014-06-02T06:18:29.100Z,38.7525,-122.8362,4.7,0.5,Md,31,75.6,0.04491576,0.04,nc,nc72230801,2014-06-07T03:08:03.212Z,"7km WSW of The Geysers, California",earthquake
2014-06-02T06:00:31.800Z,34.0841667,-118.5083333,4.6,1.8,ml,39,159,0.04937,0.14,ci,ci15507873,2014-06-03T00:54:51.135Z,"7km NNW of Santa Monica, California",earthquake
2014-06-02T05:54:38.200Z,36.6257,-121.2002,6.1,0.8,Md,22,54,0.04491576,0.08,nc,nc72230796,2014-06-07T00:17:19.139Z,"Central California",earthquake
2014-06-02T05:52:04.000Z,51.651,-174.7276,25.6,1.4,ml,7,248.399980128002,,0.53,ak,ak11290807,2014-06-13T23:04:15.729Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
2014-06-02T05:51:40.000Z,63.8416,-148.8424,112.3,1,ml,21,86.3999930880005,,0.34,ak,ak11280185,2014-06-13T23:03:44.850Z,"6km ESE of Healy, Alaska",earthquake
2014-06-02T05:51:14.000Z,52.7203,-169.3901,6.7,1.9,ml,11,345.599972352002,,0.59,ak,ak11280183,2014-06-13T23:03:43.674Z,"42km SW of Nikolski, Alaska",earthquake
2014-06-02T05:50:05.900Z,38.8178,-122.7978,1,1.1,Md,39,32.4,0.00898315,0.04,nc,nc72230786,2014-06-14T01:33:24.790Z,"5km NW of The Geysers, California",earthquake
2014-06-02T05:45:57.010Z,36.104,-117.934,4.05,0.35,ml,8,220,0.06555,0.1,ci,ci15507865,2014-06-03T17:46:12.728Z,"51km NNW of Inyokern, California",earthquake
2014-06-02T05:44:24.640Z,-33.7384,-72.2095,10.7,4.9,mb,,104,0.808,0.98,us,usc000ra0y,2014-06-02T13:48:19.333Z,"56km WSW of San Antonio, Chile",earthquake
2014-06-02T05:41:56.000Z,55.7176,-161.5634,164.2,2.6,ml,14,183.599985312001,,0.43,ak,ak11290804,2014-06-13T23:04:14.168Z,"Alaska Peninsula",earthquake
2014-06-02T05:37:40.610Z,34.341,-120.0546667,0,2,ml,19,86,0.1895,0.49,ci,ci15507857,2014-06-05T18:02:19.873Z,"19km WSW of Isla Vista, California",earthquake
2014-06-02T05:37:37.000Z,65.054,-148.6206,7.9,1.3,ml,,,,0.51,ak,ak11280178,2014-06-13T23:02:13.677Z,"36km NW of Ester, Alaska",earthquake
2014-06-02T05:34:39.900Z,19.4081,-65.003,34,3.2,Md,4,320.4,1.05102888,0.23,pr,pr14153001,2014-06-02T13:37:18.125Z,"117km NNW of Road Town, British Virgin Islands",earthquake
2014-06-02T05:29:05.200Z,37.64,-119.0343,3.1,0.1,Md,13,54,0.00898315,0.07,nc,nc72230771,2014-06-02T23:00:05.321Z,"5km W of Mammoth Lakes, California",earthquake
2014-06-02T05:26:13.830Z,32.841,-116.1496667,9.51,1.26,ml,34,82,0.1141,0.17,ci,ci15507849,2014-06-03T17:39:03.900Z,"35km E of Pine Valley, California",earthquake
2014-06-02T05:18:33.200Z,37.5138,-119.399,7.6,1,Md,11,115.2,0.19762936,0.5,nc,nc72230761,2014-06-02T22:45:00.271Z,"29km SSE of Yosemite Valley, California",earthquake
2014-06-02T05:14:33.500Z,37.6572,-118.85,6.4,1.1,Md,29,115.2,0.01796631,0.04,nc,nc72230756,2014-06-07T02:10:07.889Z,"10km E of Mammoth Lakes, California",earthquake
2014-06-02T05:12:59.837Z,39.9468,-119.9842,9.3515,1.32,ml,19,96.17,0.122,0.1306,nn,nn00448043,2014-06-02T06:01:03.000Z,"29km N of Cold Springs, Nevada",earthquake
2014-06-02T04:59:32.100Z,19.509,-155.7083,10.1,1,Md,,97.2,0.00898315,0.09,hv,hv60705656,2014-06-03T20:59:31.203Z,"17km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2014-06-02T04:55:11.420Z,-23.0429,-70.8625,9.72,4.6,mb,,149,0.547,1.01,us,usc000ra0n,2014-06-02T12:58:24.719Z,"82km NW of Antofagasta, Chile",earthquake
2014-06-02T04:52:14.000Z,50.6599,-175.1254,41.5,2.8,ml,14,248.399980128002,,0.33,ak,ak11280165,2014-06-13T23:03:42.186Z,"172km SE of Adak, Alaska",earthquake
2014-06-02T04:48:21.000Z,62.0807,-151.3214,1.5,1.7,ml,,,,0.4,ak,ak11280158,2014-06-13T23:02:17.557Z,"68km WSW of Talkeetna, Alaska",earthquake
2014-06-02T04:47:41.000Z,65.1304,-148.9041,14,0.9,ml,,,,0.38,ak,ak11280156,2014-06-13T23:02:16.114Z,"52km NW of Ester, Alaska",earthquake
2014-06-02T04:39:56.420Z,34.8093333,-118.905,16.04,1.34,ml,23,76,0.0307,0.18,ci,ci15507841,2014-06-03T17:32:50.930Z,"3km ESE of Frazier Park, California",earthquake
2014-06-02T04:35:22.900Z,18.9627,-65.2149,39,3.1,Md,8,244.8,0.65577016,0.3,pr,pr14153000,2014-06-02T12:38:37.755Z,"73km N of Culebra, Puerto Rico",earthquake
